FID	PC0	PC1	PC2	PC3	PC4	PC5	PC6	PC7
       1	0.0251346874817	-0.0441066826624	0.0001919036447	0.0305122023919	-0.0025290602645	-0.0606989955588	-0.0229293996577	-0.0190952444794
       2	0.0277516017713	0.0408228727525	0.0002266262930	0.0121287652341	0.0607490559784	-0.0440890924485	-0.0272898876933	-0.0160999465807
       3	-0.0494446070588	0.0018157805965	-0.0117973999437	0.0186283779823	-0.0247690027718	-0.0352177920087	0.0065072260155	-0.0130896172307
       4	-0.0425178638433	0.0057028041944	-0.0013107805523	0.0020800781950	0.0319050154454	0.0043089518671	-0.0069782470895	-0.0055864499978
       5	-0.0490415929233	0.0013263502040	-0.0071484129286	0.0141287223579	-0.0532252931439	-0.0187854212892	-0.0344209986068	-0.0060938769730
       6	-0.0321294620739	0.0048271254785	-0.0025718617713	-0.0914545099208	-0.0180082300412	0.0298688154721	-0.1184927090085	0.0369292983669
       7	-0.0484441501317	0.0021692483885	-0.0084956458993	0.0239986762444	-0.0448972941075	-0.0053913334923	0.0038220428939	0.0182454224956
       8	0.0005731529231	-0.0310063366991	0.0055922373231	-0.0183259498151	-0.0793904526201	0.0173488196903	0.0148428925391	0.0807202466001
       9	-0.0311595638491	-0.0106936877832	-0.0007113886557	-0.0008246282937	0.0639413219594	0.0404299544075	-0.0768471676078	0.0566030865354
      10	-0.0404186364456	-0.0012893798007	-0.0043017841535	-0.0557318592204	-0.0281550373156	-0.0037641492072	-0.0342778542789	-0.0370804060692
      11	-0.0463065809836	0.0032850617889	-0.0073222673051	0.0065786077454	-0.0015697960342	0.0032730838419	0.0587967690662	-0.0102092918546
      12	-0.0128103170393	0.0060556792416	0.0018347437308	-0.1032202812508	-0.0584919719118	-0.0524323972065	-0.0003452158065	0.0127231143572
      13	0.0239631747666	-0.0452136252679	-0.0001050968192	0.0167299550270	-0.0269837420870	-0.0034221158353	0.0392603259928	0.0383917210272
      14	0.0116347666705	-0.0010371323538	0.0022362961896	-0.0989266627824	0.0313474956407	-0.1455916181777	0.0875077943637	0.0875657826620
      15	0.0228215245023	-0.0446692341443	0.0013097953365	0.0130185156158	0.0644550194734	-0.0382303690223	0.0145921176843	0.0395273759466
      16	0.0205308978822	0.0397834092799	-0.0022918944652	0.0017745743696	0.0169425672030	-0.0765035804237	0.0068962806567	-0.0291439210562
      17	0.0269708245817	0.0428967886263	0.0027546362076	0.0201460720275	-0.0444339725075	-0.0273216030369	-0.0138509517336	0.0218969034991
      18	0.0270409967285	-0.0076849957726	0.0044510406850	-0.0374096765091	0.0389176927506	-0.0289552246041	-0.0125392101580	-0.0584922853870
      19	0.0218772341902	-0.0434107961946	0.0037749424244	0.0150473071348	-0.0061658944915	-0.0017928178573	0.0021872302897	-0.0025527593527
      20	0.0276684806909	0.0430564218766	0.0020455867121	0.0288058403420	0.0024614657571	0.0011937249484	-0.0183702794812	0.0000845904110
      21	0.0162327166212	0.0257388903088	-0.0032260288010	-0.0949037472817	-0.0974767782225	0.0265725469102	-0.0016395849463	0.0626628891028
      22	0.0076589816769	-0.0341191401187	0.0039928853305	-0.0166014209888	0.0039933677666	0.0292438122928	-0.0241440421640	0.0985798506141
      23	-0.0496737603272	0.0018331338227	-0.0030816548116	0.0215387469506	-0.0260682827254	0.0062750913724	-0.0017509264855	0.0103356905697
      24	0.0242768109493	-0.0448332192569	0.0000694200027	0.0246928725039	0.0294311244030	0.0065452386647	0.0195743320330	0.0073649411340
      25	0.0225414503820	-0.0443102644568	-0.0016878015199	0.0000399253625	-0.0309931793602	-0.0134128689477	0.0101796944970	-0.0259435708598
      26	-0.0221576259370	0.0175604039756	-0.0009960169801	-0.0534566374404	-0.0111302362807	-0.0165350264090	-0.0250728634161	0.0023567427279
      27	0.0224550505994	-0.0442847412198	-0.0016617969923	0.0121298175473	0.0486037796687	-0.0361280776549	-0.0105087767571	0.0101113960801
      28	-0.0494513142476	0.0019515899351	-0.0047930474104	0.0118975427644	-0.0274325384570	0.0100938984136	-0.0127124907122	0.0071501732157
      29	0.0275257487142	0.0072885356331	-0.0033353922975	-0.0560270554403	0.0209155694481	0.0119035750513	-0.0079998110893	0.0387368628438
      30	0.0276538483933	0.0025459058676	-0.0057641230426	-0.0447247976951	-0.0306577714779	-0.0647027155855	-0.0472507649194	0.0125092025030
      31	0.0170254353048	0.0380875181708	0.0008427668118	0.0149300401031	0.0346281923052	0.0118865689689	-0.0315169743233	0.0171126226502
      32	0.0268413224513	0.0430446495689	0.0014796645938	0.0162000364035	0.0168166005049	-0.0138223952683	-0.0189335866720	-0.0045773096591
      33	0.0268467474092	0.0434078445857	0.0021682945603	0.0342516051106	-0.0319400624805	0.0168629397627	0.0191509964706	0.0283500960448
      34	-0.0490205400669	0.0010620885355	-0.0027435620091	0.0183405999944	-0.0150333709895	-0.0034669157937	0.0245417560363	0.0006554347789
      35	0.0240158401577	-0.0452444668511	0.0024829237464	0.0225087807060	0.0509026854239	0.0397245976282	0.0122475201811	0.0270294726945
      36	-0.0370282536635	-0.0052100399088	-0.0057684325979	-0.0196434189953	0.0326493598788	0.0330158383743	0.0051266113399	-0.0272021704501
      37	0.0278502878013	0.0141779414411	-0.0000454626030	-0.0535571336794	0.0210138795163	0.0275461231746	-0.0305820252792	-0.0389521412622
      38	0.0187492727594	-0.0414656747148	0.0030183431514	-0.0050930795278	0.0277568250233	-0.0048500985575	0.0575163420101	0.0442589970374
      39	0.0191768569516	-0.0268774151005	0.0034428731947	-0.0386547192053	0.0553996781118	-0.0008370174190	0.0470306634287	-0.0324801026791
      40	-0.0494514860227	0.0014989300066	-0.0068653947546	0.0262990752486	-0.0084021349467	-0.0309770743177	-0.0012111174133	0.0121708897883
      41	0.0209395307385	0.0393982995774	0.0000618669175	0.0110560712970	-0.0206036113499	0.0029078306804	0.0021277821105	0.0066806325236
      42	0.0274951005815	0.0091012952834	0.0030051050543	-0.0591247040885	-0.0385083846392	-0.0933147936614	0.0076958177237	-0.0013672826378
      43	0.0235699857623	-0.0449332262328	0.0019870971060	0.0177288155437	0.0030103817856	-0.0201491131799	0.0087494433571	0.0203088996407
      44	-0.0207851350059	0.0183948351942	-0.0005380863988	-0.0331977526446	0.0434625087138	-0.0133291912557	-0.0331436279759	0.0131255430165
      45	0.0239495108447	-0.0437502547525	-0.0017044123708	0.0086867421841	0.0430681008420	0.0245700081277	0.0295919096339	-0.0016797235790
      46	-0.0497208488823	0.0012057478494	0.0041294895006	0.0240423512913	0.0192154413697	0.0026639989972	-0.0345635278580	0.0267475820257
      47	0.0250775331350	-0.0408719580271	0.0022508305256	-0.0065514324865	0.0004118156962	0.0069149919701	-0.0160259342063	-0.0441184499686
      48	0.0235561655264	0.0414137068900	0.0002939432559	0.0065411781158	0.0305324826008	0.0225845406237	0.0087740855011	-0.0227122588324
      49	-0.0217995898726	-0.0170676085604	0.0025350377144	-0.0084831690057	-0.0104263266269	0.0196475569675	0.0130514223996	0.0250131609174
      50	-0.0236668591208	0.0139846716241	0.0044955649988	-0.0917650648057	-0.0468115644568	-0.0601473350981	-0.0467132286764	0.0047209579920
      51	-0.0488320247987	0.0014927689462	-0.0013353732896	0.0281782163247	0.0129571523673	0.0022204450476	-0.0059771538991	-0.0332310829850
      52	0.0265199408989	-0.0055542301009	-0.0035198599553	-0.0435093304935	0.0316742744488	-0.0004387871930	0.0373787155287	-0.0267095036148
      53	0.0153663211804	-0.0293475406106	0.0022285590364	-0.0552658491273	-0.0418147785241	-0.0238071464101	0.0289207313011	0.0332822047428
      54	0.0280834065888	0.0363768815212	0.0033305258751	-0.0224963040033	-0.0008311991944	0.0400939400381	-0.0029554166260	0.0184776851269
      55	0.0244021086827	-0.0430724385668	0.0023987914304	-0.0075121870392	0.0268385529581	-0.0212438049974	0.0103446295628	0.0133389630845
      56	-0.0131609567198	-0.0067845887139	-0.0042508345603	-0.1181945475079	-0.0507023651967	-0.0486635587767	0.0887211942123	0.0408689268577
      57	0.0013883938281	-0.0312416462918	-0.0028660931260	0.0015909740764	-0.0055177091016	0.0135988035104	-0.0251922461481	-0.0357287687412
      58	0.0262986135940	0.0426971543676	-0.0025759804750	0.0270297863795	-0.0105108744052	0.0168881577096	-0.0344556564092	-0.0261970182663
      59	0.0279882810005	0.0436865783962	-0.0010027013981	0.0392686795511	-0.0263622711069	-0.0057871969363	0.0199924540116	0.0010287000768
      60	-0.0484530136415	0.0014861405617	-0.0010877204715	0.0168132590161	-0.0004377766133	0.0112265001604	-0.0123981527595	-0.0424753169800
      61	0.0251852523970	-0.0451670616227	0.0020220519647	0.0120693230420	-0.0162473510462	0.0488074288388	0.0081071109100	0.0312889920614
      62	0.0241266500231	-0.0440553538194	0.0014284666004	0.0228597410196	0.0056425594421	0.0113161968553	-0.0155426939872	0.0004018539230
      63	0.0273864472861	0.0424860247914	-0.0012442535218	0.0322745502741	0.0043899067215	0.0048722574895	-0.0153689849821	0.0241505830751
      64	-0.0227576812917	-0.0165919921643	0.0000638429564	-0.0115182024375	-0.0194367833746	0.0093100196244	0.0020114053355	-0.0431185828814
      65	0.0055950806882	-0.0340318252156	0.0035274058242	-0.0036159186497	-0.0533763279139	-0.0228678081503	0.0546253587228	-0.0484930962907
      66	-0.0148293226850	-0.0208559735737	0.0005863082810	-0.0059041454966	0.0275869381017	-0.0204878033858	0.0063718487153	0.0731177386025
      67	-0.0498730204780	0.0018376325499	-0.0013817484551	0.0215506881406	-0.0112783882696	-0.0098374954452	-0.0151074510893	0.0334819976465
      68	0.0273313472855	0.0427717843347	-0.0044270092557	0.0289400207076	0.0280461524286	-0.0072804444846	0.0005189856141	0.0156006138016
      69	0.0260629007417	0.0427135763215	-0.0036584254831	0.0262173640696	-0.0108011003643	-0.0374335375055	-0.0301587370938	0.0214516093991
